1	I	1	1386
2	I	1	1391
3	I	1	1313
4	I	1	1450
5	I	1	50
6	I	1	823
7	I	34	1333
8	I	34	1309
9	I	34	1342
10	I	34	1450
11	I	34	81
12	I	34	822
13	I	67	1405
14	I	67	1303
15	I	67	1382
16	I	67	1450
17	I	67	63
18	I	67	774
19	I	101	1435
20	I	101	1383
21	I	101	1450
22	I	101	37
23	I	101	1426
24	I	101	587
25	I	134	1430
26	I	134	1355
27	I	134	1450
28	I	134	80
29	I	134	1450
30	I	134	86
31	I	134	554
32	I	167	1407
33	I	167	1383
34	I	167	1450
35	I	167	90
36	I	167	1450
37	I	167	42
38	I	167	540
39	I	201	1332
40	I	201	1313
41	I	201	1354
42	I	201	1450
43	I	201	70
44	I	201	737
45	I	234	1389
46	I	234	1406
47	I	234	1450
48	I	234	96
49	I	234	1406
50	I	234	755
51	I	267	1334
52	I	267	1367
53	I	267	1450
54	I	267	74
55	I	267	1450
56	I	267	72
57	I	267	676
58	I	301	1412
59	I	301	1366
60	I	301	1295
61	I	301	1450
62	I	301	40
63	I	301	940
64	I	334	1425
65	I	334	1360
66	I	334	1442
67	I	334	1445
68	I	334	708
69	I	367	1425
70	I	367	1388
71	I	367	1421
72	I	367	1450
73	I	367	45
74	I	367	633
75	I	401	1294
76	I	401	1430
77	I	401	1403
78	I	401	1450
79	I	401	76
80	I	401	869
81	I	434	1315
82	I	434	1450
83	I	434	90
84	I	434	1450
85	I	434	37
86	I	434	1365
87	I	434	654
88	I	467	1340
89	I	467	1409
90	I	467	1450
91	I	467	88
92	I	467	1442
93	I	467	645
94	I	501	1450
95	I	501	77
96	I	501	1373
97	I	501	1450
98	I	501	49
99	I	501	1450
100	I	501	85
101	I	501	687
102	I	534	1395
103	I	534	1406
104	I	534	1351
105	I	534	1450
106	I	534	43
107	I	534	898
108	I	567	1392
109	I	567	1409
110	I	567	1438
111	I	567	1450
112	I	567	67
113	I	567	935
114	I	601	1450
115	I	601	81
116	I	601	1285
117	I	601	1450
118	I	601	63
119	I	601	1355
120	I	601	973
121	I	634	1375
122	I	634	1404
123	I	634	1410
124	I	634	1450
125	I	634	22
126	I	634	1094
127	I	667	1363
128	I	667	1450
129	I	667	27
130	I	667	1408
131	I	667	1450
132	I	667	34
133	I	667	856
134	I	701	1288
135	I	701	1415
136	I	701	1418
137	I	701	1432
138	I	701	872
139	I	734	1337
140	I	734	1381
141	I	734	1351
142	I	734	1450
143	I	734	82
144	I	734	932
145	I	767	1295
146	I	767	1450
147	I	767	1450
148	I	767	89
149	I	767	1427
150	I	767	877
151	I	801	1198
152	I	801	1450
153	I	801	101
154	I	801	1434
155	I	801	1450
156	I	801	28
157	I	801	868
158	I	834	1321
159	I	834	1418
160	I	834	1417
161	I	834	1450
162	I	834	52
163	I	834	904
164	I	867	1447
165	I	867	1296
166	I	867	1450
167	I	867	59
168	I	867	1415
169	I	867	714
170	I	901	1265
171	I	901	1450
172	I	901	48
173	I	901	1450
174	I	901	41
175	I	901	1450
176	I	901	38
177	I	901	754
178	I	934	1270
179	I	934	1450
180	I	934	90
181	I	934	1450
182	I	934	104
183	I	934	1450
184	I	934	39
185	I	934	775
186	I	967	1411
187	I	967	1261
188	I	967	1447
189	I	967	1450
190	I	967	21
191	I	967	729
192	I	1001	1450
193	I	1001	71
194	I	1001	1290
195	I	1001	1323
196	I	1001	1450
197	I	1001	56
198	I	1001	958
199	I	1034	1450
200	I	1034	81
201	I	1034	1286
202	I	1034	1319
203	I	1034	1450
204	I	1034	60
205	I	1034	1034
206	I	1067	1450
207	I	1067	22
208	I	1067	1383
209	I	1067	1368
210	I	1067	1431
211	I	1067	1116
212	I	1101	1450
213	I	1101	16
214	I	1101	1287
215	I	1101	1450
216	I	1101	20
217	I	1101	1407
218	I	1101	920
219	I	1134	1450
220	I	1134	84
221	I	1134	1380
222	I	1134	1340
223	I	1134	1450
224	I	1134	22
225	I	1134	920
226	I	1167	1280
227	I	1167	1400
228	I	1167	1360
229	I	1167	1450
230	I	1167	107
231	I	1167	1108
232	I	1201	1247
233	I	1201	1450
234	I	1201	43
235	I	1201	1450
236	I	1201	39
237	I	1201	1450
238	I	1201	87
239	I	1201	1116
240	I	1234	1450
241	I	1234	58
242	I	1234	1450
243	I	1234	50
244	I	1234	1450
245	I	1234	33
246	I	1234	1362
247	I	1234	801
248	I	1267	1450
249	I	1267	58
250	I	1267	1381
251	I	1267	1401
252	I	1267	1450
253	I	1267	97
254	I	1267	939
255	I	1301	1450
256	I	1301	42
257	I	1301	1450
258	I	1301	47
259	I	1301	1450
260	I	1301	22
261	I	1301	1450
262	I	1301	79
263	I	1301	884
264	I	1334	1247
265	I	1334	1450
266	I	1334	23
267	I	1334	1450
268	I	1334	36
269	I	1334	1450
270	I	1334	17
271	I	1334	1312
272	I	1367	1446
273	I	1367	1409
274	I	1367	1450
275	I	1367	49
276	I	1367	1448
277	I	1367	1030
278	I	1401	1431
279	I	1401	1391
280	I	1401	1450
281	I	1401	103
282	I	1401	1450
283	I	1401	31
284	I	1401	961
285	I	1434	1380
286	I	1434	1450
287	I	1434	69
288	I	1434	1401
289	I	1434	1450
290	I	1434	24
291	I	1434	1241
292	I	1467	1450
293	I	1467	25
294	I	1467	1450
295	I	1467	39
296	I	1467	1426
297	I	1467	1450
298	I	1467	96
299	I	1467	902
300	I	1501	1450
301	I	1501	65
302	I	1501	1450
303	I	1501	94
304	I	1501	1450
305	I	1501	82
306	I	1501	1450
307	I	1501	79
308	I	1501	1055
309	I	1534	1450
310	I	1534	19
311	I	1534	1389
312	I	1534	1450
313	I	1534	44
314	I	1534	1450
315	I	1534	67
316	I	1534	1018
317	I	1567	1439
318	I	1567	1422
319	I	1567	1432
320	I	1567	1450
321	I	1567	23
322	I	1567	1099
323	I	1601	1435
324	I	1601	1450
325	I	1601	24
326	I	1601	1450
327	I	1601	69
328	I	1601	1392
329	I	1601	971
330	I	1634	1418
331	I	1634	1450
332	I	1634	48
333	I	1634	1450
334	I	1634	49
335	I	1634	1450
336	I	1634	93
337	I	1634	1040
338	I	1667	1371
339	I	1667	1414
340	I	1667	1450
341	I	1667	104
