0,udp,1386,1
1,udp,1391,1
2,udp,1313,1
3,udp,1450,1
4,udp,50,1
5,udp,823,1
6,udp,1333,34
7,udp,1309,34
8,udp,1342,34
9,udp,1450,34
10,udp,81,34
11,udp,822,34
12,udp,1405,67
13,udp,1303,67
14,udp,1382,67
15,udp,1450,67
16,udp,63,67
17,udp,774,67
18,udp,1435,101
19,udp,1383,101
20,udp,1450,101
21,udp,37,101
22,udp,1426,101
23,udp,587,101
24,udp,1430,134
25,udp,1355,134
26,udp,1450,134
27,udp,80,134
28,udp,1450,134
29,udp,86,134
30,udp,554,134
31,udp,1407,167
32,udp,1383,167
33,udp,1450,167
34,udp,90,167
35,udp,1450,167
36,udp,42,167
37,udp,540,167
38,udp,1332,201
39,udp,1313,201
40,udp,1354,201
41,udp,1450,201
42,udp,70,201
43,udp,737,201
44,udp,1389,234
45,udp,1406,234
46,udp,1450,234
47,udp,96,234
48,udp,1406,234
49,udp,755,234
50,udp,1334,267
51,udp,1367,267
52,udp,1450,267
53,udp,74,267
54,udp,1450,267
55,udp,72,267
56,udp,676,267
57,udp,1412,301
58,udp,1366,301
59,udp,1295,301
60,udp,1450,301
61,udp,40,301
62,udp,940,301
63,udp,1425,334
64,udp,1360,334
65,udp,1442,334
66,udp,1445,334
67,udp,708,334
68,udp,1425,367
69,udp,1388,367
70,udp,1421,367
71,udp,1450,367
72,udp,45,367
73,udp,633,367
74,udp,1294,401
75,udp,1430,401
76,udp,1403,401
77,udp,1450,401
78,udp,76,401
79,udp,869,401
80,udp,1315,434
81,udp,1450,434
82,udp,90,434
83,udp,1450,434
84,udp,37,434
85,udp,1365,434
86,udp,654,434
87,udp,1340,467
88,udp,1409,467
89,udp,1450,467
90,udp,88,467
91,udp,1442,467
92,udp,645,467
93,udp,1450,501
94,udp,77,501
95,udp,1373,501
96,udp,1450,501
97,udp,49,501
98,udp,1450,501
99,udp,85,501
100,udp,687,501
101,udp,1395,534
102,udp,1406,534
103,udp,1351,534
104,udp,1450,534
105,udp,43,534
106,udp,898,534
107,udp,1392,567
108,udp,1409,567
109,udp,1438,567
110,udp,1450,567
111,udp,67,567
112,udp,935,567
113,udp,1450,601
114,udp,81,601
115,udp,1285,601
116,udp,1450,601
117,udp,63,601
118,udp,1355,601
119,udp,973,601
120,udp,1375,634
121,udp,1404,634
122,udp,1410,634
123,udp,1450,634
124,udp,22,634
125,udp,1094,634
126,udp,1363,667
127,udp,1450,667
128,udp,27,667
129,udp,1408,667
130,udp,1450,667
131,udp,34,667
132,udp,856,667
133,udp,1288,701
134,udp,1415,701
135,udp,1418,701
136,udp,1432,701
137,udp,872,701
138,udp,1337,734
139,udp,1381,734
140,udp,1351,734
141,udp,1450,734
142,udp,82,734
143,udp,932,734
144,udp,1295,767
145,udp,1450,767
146,udp,1450,767
147,udp,89,767
148,udp,1427,767
149,udp,877,767
150,udp,1198,801
151,udp,1450,801
152,udp,101,801
153,udp,1434,801
154,udp,1450,801
155,udp,28,801
156,udp,868,801
157,udp,1321,834
158,udp,1418,834
159,udp,1417,834
160,udp,1450,834
161,udp,52,834
162,udp,904,834
163,udp,1447,867
164,udp,1296,867
165,udp,1450,867
166,udp,59,867
167,udp,1415,867
168,udp,714,867
169,udp,1265,901
170,udp,1450,901
171,udp,48,901
172,udp,1450,901
173,udp,41,901
174,udp,1450,901
175,udp,38,901
176,udp,754,901
177,udp,1270,934
178,udp,1450,934
179,udp,90,934
180,udp,1450,934
181,udp,104,934
182,udp,1450,934
183,udp,39,934
184,udp,775,934
185,udp,1411,967
186,udp,1261,967
187,udp,1447,967
188,udp,1450,967
189,udp,21,967
190,udp,729,967
191,udp,1450,1001
192,udp,71,1001
193,udp,1290,1001
194,udp,1323,1001
195,udp,1450,1001
196,udp,56,1001
197,udp,958,1001
198,udp,1450,1034
199,udp,81,1034
200,udp,1286,1034
201,udp,1319,1034
202,udp,1450,1034
203,udp,60,1034
204,udp,1034,1034
205,udp,1450,1067
206,udp,22,1067
207,udp,1383,1067
208,udp,1368,1067
209,udp,1431,1067
210,udp,1116,1067
211,udp,1450,1101
212,udp,16,1101
213,udp,1287,1101
214,udp,1450,1101
215,udp,20,1101
216,udp,1407,1101
217,udp,920,1101
218,udp,1450,1134
219,udp,84,1134
220,udp,1380,1134
221,udp,1340,1134
222,udp,1450,1134
223,udp,22,1134
224,udp,920,1134
225,udp,1280,1167
226,udp,1400,1167
227,udp,1360,1167
228,udp,1450,1167
229,udp,107,1167
230,udp,1108,1167
231,udp,1247,1201
232,udp,1450,1201
233,udp,43,1201
234,udp,1450,1201
235,udp,39,1201
236,udp,1450,1201
237,udp,87,1201
238,udp,1116,1201
239,udp,1450,1234
240,udp,58,1234
241,udp,1450,1234
242,udp,50,1234
243,udp,1450,1234
244,udp,33,1234
245,udp,1362,1234
246,udp,801,1234
247,udp,1450,1267
248,udp,58,1267
249,udp,1381,1267
250,udp,1401,1267
251,udp,1450,1267
252,udp,97,1267
253,udp,939,1267
254,udp,1450,1301
255,udp,42,1301
256,udp,1450,1301
257,udp,47,1301
258,udp,1450,1301
259,udp,22,1301
260,udp,1450,1301
261,udp,79,1301
262,udp,884,1301
263,udp,1247,1334
264,udp,1450,1334
265,udp,23,1334
266,udp,1450,1334
267,udp,36,1334
268,udp,1450,1334
269,udp,17,1334
270,udp,1312,1334
271,udp,1446,1367
272,udp,1409,1367
273,udp,1450,1367
274,udp,49,1367
275,udp,1448,1367
276,udp,1030,1367
277,udp,1431,1401
278,udp,1391,1401
279,udp,1450,1401
280,udp,103,1401
281,udp,1450,1401
282,udp,31,1401
283,udp,961,1401
284,udp,1380,1434
285,udp,1450,1434
286,udp,69,1434
287,udp,1401,1434
288,udp,1450,1434
289,udp,24,1434
290,udp,1241,1434
291,udp,1450,1467
292,udp,25,1467
293,udp,1450,1467
294,udp,39,1467
295,udp,1426,1467
296,udp,1450,1467
297,udp,96,1467
298,udp,902,1467
299,udp,1450,1501
300,udp,65,1501
301,udp,1450,1501
302,udp,94,1501
303,udp,1450,1501
304,udp,82,1501
305,udp,1450,1501
306,udp,79,1501
307,udp,1055,1501
308,udp,1450,1534
309,udp,19,1534
310,udp,1389,1534
311,udp,1450,1534
312,udp,44,1534
313,udp,1450,1534
314,udp,67,1534
315,udp,1018,1534
316,udp,1439,1567
317,udp,1422,1567
318,udp,1432,1567
319,udp,1450,1567
320,udp,23,1567
321,udp,1099,1567
322,udp,1435,1601
323,udp,1450,1601
324,udp,24,1601
325,udp,1450,1601
326,udp,69,1601
327,udp,1392,1601
328,udp,971,1601
329,udp,1418,1634
330,udp,1450,1634
331,udp,48,1634
332,udp,1450,1634
333,udp,49,1634
