0,udp,1398,1
1,udp,1244,1
2,udp,1387,1
3,udp,1450,1
4,udp,25,1
5,udp,830,1
7,udp,1330,34
8,udp,1328,34
9,udp,1450,34
10,udp,42,34
11,udp,896,34
12,udp,1340,67
13,udp,1394,67
14,udp,1450,67
15,udp,74,67
16,udp,1450,67
17,udp,18,67
18,udp,570,67
19,udp,1450,101
20,udp,57,101
21,udp,1421,101
22,udp,1450,101
23,udp,74,101
24,udp,1329,101
25,udp,486,101
27,udp,1292,134
28,udp,1283,134
29,udp,1450,134
30,udp,51,134
31,udp,834,134
32,udp,1450,167
33,udp,85,167
34,udp,1450,167
35,udp,1450,167
36,udp,21,167
38,udp,464,167
39,udp,1450,201
40,udp,1429,201
41,udp,1428,201
42,udp,1409,201
43,udp,589,201
44,udp,1323,234
45,udp,1450,234
46,udp,1316,234
47,udp,1450,234
48,udp,75,234
49,udp,789,234
50,udp,1364,267
51,udp,1358,267
52,udp,1260,267
53,udp,1450,267
54,udp,67,267
55,udp,826,267
56,udp,1425,301
57,udp,1320,301
58,udp,1341,301
59,udp,1450,301
60,udp,87,301
61,udp,766,301
62,udp,1399,334
64,udp,1332,334
65,udp,1443,334
66,udp,817,334
67,udp,1372,367
68,udp,1293,367
69,udp,1389,367
70,udp,1450,367
71,udp,85,367
72,udp,749,367
73,udp,1441,401
74,udp,1450,401
75,udp,85,401
76,udp,1450,401
77,udp,94,401
78,udp,1427,401
79,udp,446,401
80,udp,1448,434
81,udp,1440,434
82,udp,1450,434
83,udp,93,434
84,udp,1450,434
85,udp,57,434
86,udp,482,434
87,udp,1300,467
88,udp,1450,467
89,udp,94,467
90,udp,1418,467
91,udp,1439,467
92,udp,718,467
93,udp,1333,501
94,udp,1450,501
95,udp,34,501
96,udp,1353,501
97,udp,1450,501
98,udp,72,501
99,udp,895,501
100,udp,1295,534
101,udp,1437,534
102,udp,1450,534
103,udp,58,534
104,udp,1450,534
105,udp,103,534
106,udp,846,534
107,udp,1450,567
108,udp,36,567
109,udp,1332,567
